[2026-06-18T09:28:46.060+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-18T09:28:46.253+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: extract.trigger_transform_dag manual__2026-06-18T08:52:46.047066+00:00 [queued]>
[2026-06-18T09:28:46.261+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: extract.trigger_transform_dag manual__2026-06-18T08:52:46.047066+00:00 [queued]>
[2026-06-18T09:28:46.262+0000] {taskinstance.py:2303} INFO - Starting attempt 1 of 1
[2026-06-18T09:28:50.570+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12932 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.571+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13003 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.572+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13052 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.573+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13113 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.574+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13797 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.575+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13852 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.576+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13888 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.576+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13937 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.577+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14229 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.579+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14299 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.579+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14347 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.580+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14403 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.581+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14655 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.582+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14721 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.584+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15326 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.584+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15393 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.585+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15438 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.586+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15489 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.587+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15808 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.588+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15864 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.590+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16528 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.591+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16585 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.592+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16623 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.592+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16691 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.593+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16843 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.594+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16899 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.595+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16936 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.596+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17001 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.597+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17139 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.598+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17195 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.603+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20145 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.604+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20200 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.606+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20773 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.607+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20832 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.608+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20871 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.608+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20925 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.609+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21227 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.614+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21288 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.615+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21329 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.616+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21389 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.617+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21523 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.618+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21579 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.620+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22066 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.621+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22129 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.622+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22470 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.623+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22537 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.624+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22582 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.624+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22633 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.626+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22972 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.627+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23039 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.627+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23084 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.628+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23135 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.629+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23422 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.630+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23478 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.631+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23879 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.632+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23929 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.634+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25198 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.636+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25253 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.637+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25289 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.638+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25340 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.640+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26535 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.641+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26591 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.642+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26933 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.642+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26989 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.645+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:27525 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.646+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:27581 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.647+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28008 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.648+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28064 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.649+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28404 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.650+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28454 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.653+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30199 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.654+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30255 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.655+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30768 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.656+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30816 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.657+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31089 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.658+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31145 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.659+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31592 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.660+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31648 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.661+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31811 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.662+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31867 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.663+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31904 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.663+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31959 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.665+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:32974 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.666+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33030 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.667+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33341 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.668+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33400 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.669+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33439 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.669+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33493 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.674+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:35683 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.674+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:35739 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.676+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36146 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.677+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36202 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.678+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36574 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.678+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36630 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.679+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36911 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.680+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36967 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.681+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37004 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.682+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37054 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.683+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37393 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.684+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37461 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.685+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37844 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.686+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37895 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.687+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38122 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.688+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38190 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.689+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38330 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.690+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38385 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.691+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38666 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.692+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38731 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.694+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:39783 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.695+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:39841 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.696+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40004 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.696+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40060 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.697+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40097 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.698+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40152 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.699+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40520 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.700+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40592 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.701+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41086 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.702+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41142 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.703+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41179 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.704+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41235 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.705+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41272 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.705+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41337 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.706+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41665 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.707+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41724 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.708+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41763 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.709+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41813 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.710+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42116 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.711+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42175 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.711+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42214 SyntaxWarning: invalid escape sequence '\d'
